passport,destination,type,days,confidence
MX,BJ,e-visa,30,high
MX,BN,visa-required,,high
MX,BO,visa-free,180,high
MX,BR,e-visa,,high
MX,BS,visa-free,90,high
MX,BT,e-visa,90,high
MX,BW,visa-free,90,high
MX,BY,visa-free,30,high
MX,BZ,visa-free,30,high
MX,CA,visa-required,,high
MX,CD,e-visa,7,high
MX,CF,visa-required,,high
MX,CG,visa-required,,high
MX,CH,visa-free,90,high
MX,CI,e-visa,90,disputed
MX,CL,visa-free,90,high
MX,CM,e-visa,,high
MX,CN,visa-free,60,disputed
MX,CO,visa-free,90,high
MX,CR,visa-free,180,high
MX,CU,e-visa,90,high
MX,CV,visa-required,,disputed
MX,CY,visa-free,90,high
MX,CZ,visa-free,90,high
MX,DE,visa-free,90,high
MX,DJ,e-visa,31,disputed
MX,DK,visa-free,90,high
MX,DM,visa-free,180,high
MX,DO,visa-free,90,high
MX,DZ,visa-required,,high
MX,EC,visa-free,90,high
MX,EE,visa-free,90,high
MX,EG,visa-on-arrival,30,high
MX,ER,visa-required,,high
MX,ES,visa-free,90,high
MX,ET,visa-on-arrival,90,high
MX,FI,visa-free,90,high
MX,FJ,visa-free,120,high
MX,FM,visa-free,30,high
MX,FR,visa-free,90,high
MX,GA,e-visa,90,high
MX,GB,eta,180,high
MX,GD,visa-free,90,high
MX,GE,visa-free,365,high
MX,GH,visa-required,,high
MX,GM,visa-required,,high
MX,GN,e-visa,90,high
MX,GQ,e-visa,,high
MX,GR,visa-free,90,high
MX,GT,visa-free,90,high
MX,GW,visa-on-arrival,90,high
MX,GY,e-visa,90,high
MX,HK,visa-free,90,high
MX,HN,visa-free,90,high
MX,HR,visa-free,90,high
MX,HT,visa-free,90,high
MX,HU,visa-free,90,high
MX,ID,visa-on-arrival,30,high
MX,IE,visa-free,90,high
MX,IL,eta,90,high
MX,IN,e-visa,30,high
MX,IQ,e-visa,30,high
MX,IR,visa-free,15,high
MX,IS,visa-free,90,high
MX,IT,visa-free,90,high
MX,JM,visa-free,90,high
MX,JO,visa-on-arrival,30,high
MX,JP,visa-free,90,high
MX,KE,eta,90,high
MX,KG,visa-free,30,high
MX,KH,visa-on-arrival,30,high
MX,KI,visa-free,90,high
MX,KM,visa-on-arrival,45,high
MX,KN,visa-free,90,high
MX,KP,visa-required,,high
MX,KR,eta,90,high
MX,KW,visa-required,,high
MX,KZ,visa-free,30,high
MX,LA,visa-on-arrival,30,high
MX,LB,visa-on-arrival,30,high
MX,LC,visa-free,42,high
MX,LI,visa-free,90,high
MX,LK,eta,30,disputed
MX,LR,e-visa,,medium
MX,LS,e-visa,,disputed
MX,LT,visa-free,90,high
MX,LU,visa-free,90,high
MX,LV,visa-free,90,high
MX,LY,e-visa,,high
MX,MA,visa-free,90,high
MX,MC,visa-free,90,high
MX,MD,visa-free,90,high
MX,ME,visa-free,90,high
MX,MG,visa-on-arrival,90,high
MX,MH,visa-on-arrival,90,high
MX,MK,visa-free,90,high
MX,ML,visa-required,,high
MX,MM,e-visa,28,high
MX,MN,e-visa,30,high
MX,MO,visa-free,90,high
MX,MR,e-visa,30,high
MX,MT,visa-free,90,high
MX,MU,visa-free,180,high
MX,MV,visa-on-arrival,30,high
MX,MW,visa-on-arrival,90,high
MX,MY,visa-free,30,high
MX,MZ,visa-on-arrival,30,high
MX,NA,visa-on-arrival,90,high
MX,NE,visa-required,,high
MX,NG,e-visa,30,high
MX,NI,visa-required,,disputed
MX,NL,visa-free,90,high
MX,NO,visa-free,90,high
MX,NP,visa-on-arrival,90,high
MX,NR,visa-required,,high
MX,NZ,eta,,medium
MX,OM,visa-required,,disputed
MX,PA,visa-free,90,high
MX,PE,visa-free,183,high
MX,PG,eta,,medium
MX,PH,visa-free,30,high
MX,PK,e-visa,90,high
MX,PL,visa-free,90,high
MX,PS,visa-free,,high
MX,PT,visa-free,90,high
MX,PW,visa-on-arrival,30,high
MX,PY,visa-free,90,high
MX,QA,visa-free,30,disputed
MX,RO,visa-free,90,high
MX,RS,visa-free,90,high
MX,RU,e-visa,30,high
MX,RW,visa-on-arrival,30,high
MX,SA,visa-required,,disputed
MX,SB,visa-required,,high
MX,SC,visa-free,90,medium
MX,SD,visa-required,,high
MX,SE,visa-free,90,high
MX,SG,visa-free,30,high
MX,SI,visa-free,90,high
MX,SK,visa-free,90,high
MX,SL,e-visa,90,high
MX,SM,visa-free,90,high
MX,SN,visa-required,,high
MX,SO,e-visa,30,high
MX,SR,visa-free,90,high
MX,SS,e-visa,,high
MX,ST,e-visa,,high
MX,SV,visa-free,180,high
MX,SY,e-visa,,high
MX,SZ,visa-required,,high
MX,TD,e-visa,,high
MX,TG,e-visa,15,high
MX,TH,visa-free,60,high
MX,TJ,visa-free,30,high
MX,TL,visa-on-arrival,30,high
MX,TM,visa-required,,high
MX,TN,visa-free,90,high
MX,TO,visa-required,,high
MX,TR,e-visa,30,high
MX,TT,visa-free,90,high
MX,TV,visa-on-arrival,30,high
MX,TW,visa-required,,high
MX,TZ,visa-on-arrival,90,high
MX,UA,e-visa,30,high
MX,UG,e-visa,90,high
MX,US,visa-required,,high
MX,UY,visa-free,90,high
MX,UZ,visa-free,30,high
MX,VA,visa-free,90,high
MX,VC,visa-free,90,high
MX,VE,visa-free,90,high
MX,VN,e-visa,90,high
MX,VU,visa-free,120,high
MX,WS,visa-on-arrival,,medium
MX,XK,visa-free,90,high
MX,YE,visa-required,,high
MX,ZA,eta,90,disputed
MX,ZM,visa-on-arrival,90,high
MX,ZW,visa-on-arrival,30,high
MY,AD,visa-free,90,high
MY,AE,visa-free,30,high
MY,AF,e-visa,30,disputed
MY,AG,visa-free,180,high
MY,AL,visa-free,90,high
MY,AM,e-visa,120,high
MY,AO,e-visa,30,disputed
MY,AR,visa-free,30,high
MY,AT,visa-free,90,high
MY,AU,eta,,medium
MY,AZ,visa-on-arrival,30,disputed
MY,BA,visa-free,90,high
MY,BB,visa-free,180,high
MY,BD,visa-on-arrival,30,high
MY,BE,visa-free,90,high
MY,BF,e-visa,,high
MY,BG,visa-free,90,high
MY,BH,visa-on-arrival,14,high
MY,BI,visa-on-arrival,30,high
MY,BJ,visa-free,30,high
MY,BN,visa-free,30,high
MY,BO,e-visa,,medium
MY,BR,visa-free,90,high
MY,BS,visa-free,90,high
MY,BT,e-visa,90,high
MY,BW,visa-free,90,high
MY,BY,visa-free,30,high
MY,BZ,visa-free,180,high
MY,CA,visa-required,,high
MY,CD,e-visa,7,high
MY,CF,visa-required,,high
MY,CG,visa-required,,high
MY,CH,visa-free,90,high
MY,CI,e-visa,90,disputed
MY,CL,visa-free,30,high
MY,CM,e-visa,,high
MY,CN,visa-free,30,high
MY,CO,e-visa,,medium
MY,CR,visa-free,90,high
MY,CU,visa-free,90,high
MY,CV,visa-on-arrival,30,high
MY,CY,visa-free,90,high
MY,CZ,visa-free,90,high
MY,DE,visa-free,90,high
MY,DJ,visa-on-arrival,90,high
MY,DK,visa-free,90,high
MY,DM,visa-free,180,high
MY,DO,visa-free,30,high
MY,DZ,visa-free,90,high
MY,EC,visa-free,90,high
MY,EE,visa-free,90,high
MY,EG,visa-free,30,disputed
MY,ER,visa-required,,high
MY,ES,visa-free,90,high
MY,ET,visa-on-arrival,90,high
MY,FI,visa-free,90,high
MY,FJ,visa-free,120,high
MY,FM,visa-free,30,high
MY,FR,visa-free,90,high
MY,GA,e-visa,90,high
MY,GB,eta,180,high
MY,GD,visa-free,90,high
MY,GE,visa-free,365,high
MY,GH,e-visa,90,disputed
MY,GM,visa-free,90,high
MY,GN,e-visa,90,high
MY,GQ,e-visa,,high
MY,GR,visa-free,90,high
MY,GT,visa-free,90,high
MY,GW,visa-on-arrival,90,high
MY,GY,visa-free,60,high
MY,HK,visa-free,90,high
MY,HN,visa-free,90,high
MY,HR,visa-free,90,high
MY,HT,visa-free,90,high
MY,HU,visa-free,90,high
MY,ID,visa-free,30,high
MY,IE,visa-free,90,high
MY,IL,e-visa,,medium
MY,IN,e-visa,30,high
MY,IQ,visa-free,30,high
MY,IR,visa-free,14,high
MY,IS,visa-free,90,high
MY,IT,visa-free,90,high
MY,JM,visa-free,180,high
MY,JO,visa-on-arrival,30,high
MY,JP,visa-free,90,high
MY,KE,visa-free,90,high
MY,KG,visa-free,30,high
MY,KH,visa-free,30,high
MY,KI,visa-free,90,high
MY,KM,visa-on-arrival,45,high
MY,KN,eta,90,high
MY,KP,visa-required,,medium
MY,KR,eta,90,high
MY,KW,visa-on-arrival,90,high
MY,KZ,visa-free,30,high
MY,LA,visa-free,30,high
MY,LB,visa-on-arrival,30,high
MY,LC,visa-on-arrival,,high
MY,LI,visa-free,90,high
MY,LK,eta,30,disputed
MY,LR,e-visa,,medium
MY,LS,visa-free,90,high
MY,LT,visa-free,90,high
MY,LU,visa-free,90,high
MY,LV,visa-free,90,high
MY,LY,visa-free,30,disputed
MY,MA,visa-free,90,high
MY,MC,visa-free,90,high
MY,MD,visa-free,90,high
MY,ME,visa-free,90,high
MY,MG,visa-on-arrival,90,high
MY,MH,visa-on-arrival,90,high
MY,MK,visa-free,30,high
MY,ML,visa-required,,high
MY,MM,visa-free,14,high
MY,MN,visa-free,30,high
MY,MO,visa-free,30,high
MY,MR,e-visa,30,high
MY,MT,visa-free,90,high
MY,MU,visa-free,90,high
MY,MV,visa-free,90,disputed
MY,MW,visa-free,90,high
MY,MX,visa-free,180,high
MY,MZ,visa-on-arrival,30,high
MY,NA,visa-free,90,high
MY,NE,visa-required,,high
MY,NG,e-visa,30,high
MY,NI,visa-free,90,high
MY,NL,visa-free,90,high
MY,NO,visa-free,90,high
MY,NP,visa-on-arrival,90,high
MY,NR,visa-required,,high
MY,NZ,eta,,medium
MY,OM,visa-free,14,disputed
MY,PA,visa-free,90,high
MY,PE,visa-free,90,high
MY,PG,e-visa,60,disputed
MY,PH,visa-free,30,high
MY,PK,e-visa,90,high
MY,PL,visa-free,90,high
MY,PS,visa-free,,high
MY,PT,visa-free,90,high
MY,PW,visa-on-arrival,30,high
MY,PY,visa-free,30,disputed
MY,QA,visa-free,90,disputed
MY,RO,visa-free,90,high
MY,RS,e-visa,90,disputed
MY,RU,e-visa,16,high
MY,RW,visa-free,30,high
MY,SA,visa-on-arrival,90,high
MY,SB,visa-on-arrival,,medium
MY,SC,visa-free,90,medium
MY,SD,visa-on-arrival,90,high
MY,SE,visa-free,90,high
MY,SG,visa-free,30,high
MY,SI,visa-free,90,high
MY,SK,visa-free,90,high
MY,SL,visa-on-arrival,30,high
MY,SM,visa-free,90,high
MY,SN,visa-free,90,high
MY,SO,visa-free,30,high
MY,SR,visa-free,30,high
MY,SS,e-visa,,high
MY,ST,e-visa,15,high
MY,SV,visa-free,90,high
MY,SY,visa-on-arrival,90,high
MY,SZ,visa-free,30,high
MY,TD,e-visa,90,high
MY,TG,e-visa,15,high
MY,TH,visa-free,30,high
MY,TJ,visa-free,30,high
MY,TL,visa-free,30,high
MY,TM,visa-required,,high
MY,TN,visa-free,90,high
MY,TO,visa-on-arrival,31,high
MY,TR,visa-free,90,high
MY,TT,visa-free,,high
MY,TV,visa-on-arrival,30,high
MY,TW,visa-free,30,high
MY,TZ,visa-free,90,high
MY,UA,e-visa,30,high
MY,UG,visa-free,90,high
MY,US,visa-required,,high
MY,UY,visa-free,30,high
MY,UZ,visa-free,30,high
MY,VA,visa-free,90,high
MY,VC,visa-free,90,high
MY,VE,visa-free,90,high
MY,VN,visa-free,30,high
MY,VU,visa-free,120,high
MY,WS,visa-on-arrival,,medium
MY,XK,visa-free,90,high
MY,YE,visa-on-arrival,90,high
MY,ZA,visa-free,90,high
MY,ZM,visa-free,90,high
MY,ZW,visa-free,90,high
MZ,AD,visa-required,,high
MZ,AE,visa-required,,disputed
MZ,AF,e-visa,30,disputed
MZ,AG,e-visa,30,high
MZ,AL,e-visa,90,high
MZ,AM,visa-required,,high
MZ,AO,visa-free,30,high
MZ,AR,visa-required,,high
MZ,AT,visa-required,,high
MZ,AU,visa-required,,disputed
MZ,AZ,visa-required,,high
MZ,BA,visa-required,,high
MZ,BB,visa-free,90,high
MZ,BD,visa-on-arrival,30,high
MZ,BE,visa-required,,high
MZ,BF,e-visa,,high
MZ,BG,visa-required,,high
MZ,BH,visa-on-arrival,14,disputed
MZ,BI,visa-on-arrival,30,high
MZ,BJ,visa-free,90,high
MZ,BN,visa-required,,high
MZ,BO,e-visa,,medium
MZ,BR,visa-required,,high
MZ,BS,e-visa,90,high
MZ,BT,e-visa,90,high
MZ,BW,visa-free,90,high
MZ,BY,visa-required,,high
MZ,BZ,visa-required,,high
MZ,CA,visa-required,,high
MZ,CD,e-visa,7,high
MZ,CF,visa-required,,high
MZ,CG,visa-required,,high
MZ,CH,visa-required,,high
MZ,CI,e-visa,90,disputed
MZ,CL,visa-required,,high
MZ,CM,e-visa,,high
MZ,CN,visa-required,,high
MZ,CO,e-visa,,medium
MZ,CR,visa-required,,high
MZ,CU,e-visa,,medium
MZ,CV,visa-free,90,disputed
MZ,CY,visa-required,,high
MZ,CZ,visa-required,,high
MZ,DE,visa-required,,high
MZ,DJ,e-visa,90,disputed
MZ,DK,visa-required,,high
MZ,DM,visa-free,180,high
MZ,DO,visa-required,,high
MZ,DZ,visa-required,,high
MZ,EC,visa-free,90,high
MZ,EE,visa-required,,high
MZ,EG,visa-required,,high
MZ,ER,visa-required,,high
MZ,ES,visa-required,,high
MZ,ET,visa-on-arrival,90,high
MZ,FI,visa-required,,high
MZ,FJ,visa-required,,medium
MZ,FM,visa-free,30,high
MZ,FR,visa-required,,high
MZ,GA,e-visa,90,high
MZ,GB,visa-required,,high
MZ,GD,visa-free,90,high
MZ,GE,e-visa,30,high
MZ,GH,visa-free,60,high
MZ,GM,visa-free,90,high
MZ,GN,e-visa,90,high
MZ,GQ,e-visa,,high
MZ,GR,visa-required,,high
MZ,GT,visa-required,,high
MZ,GW,visa-on-arrival,90,high
MZ,GY,e-visa,,high
MZ,HK,visa-free,14,high
MZ,HN,visa-required,,high
MZ,HR,visa-required,,high
MZ,HT,visa-free,90,high
MZ,HU,visa-required,,high
MZ,ID,visa-on-arrival,30,high
MZ,IE,visa-required,,high
MZ,IL,visa-required,,disputed
MZ,IN,e-visa,30,high
MZ,IQ,e-visa,30,high
MZ,IR,e-visa,30,disputed
MZ,IS,visa-required,,high
MZ,IT,visa-required,,high
MZ,JM,visa-free,180,high
MZ,JO,visa-required,,high
MZ,JP,visa-required,,high
MZ,KE,eta,90,high
MZ,KG,e-visa,60,high
MZ,KH,visa-on-arrival,30,high
MZ,KI,visa-free,90,high
MZ,KM,visa-on-arrival,45,high
MZ,KN,e-visa,30,high
MZ,KP,visa-required,,high
MZ,KR,visa-required,,disputed
MZ,KW,visa-required,,high
MZ,KZ,visa-required,,disputed
MZ,LA,visa-required,,high
MZ,LB,visa-required,,high
MZ,LC,visa-on-arrival,,high
MZ,LI,visa-required,,high
MZ,LK,eta,30,disputed
MZ,LR,e-visa,,medium
MZ,LS,visa-free,90,high
MZ,LT,visa-required,,high
MZ,LU,visa-required,,high
MZ,LV,visa-required,,high
MZ,LY,e-visa,,high
MZ,MA,visa-required,,high
MZ,MC,visa-required,,high
MZ,MD,e-visa,,high
MZ,ME,visa-required,,high
MZ,MG,visa-on-arrival,90,high
MZ,MH,visa-required,,high
MZ,MK,visa-required,,high
MZ,ML,visa-required,,high
MZ,MM,visa-required,,high
MZ,MN,e-visa,30,high
MZ,MO,visa-on-arrival,,high
MZ,MR,e-visa,30,high
MZ,MT,visa-required,,high
MZ,MU,visa-free,90,high
MZ,MV,visa-on-arrival,30,high
MZ,MW,visa-free,90,high
MZ,MX,visa-required,,high
MZ,MY,visa-required,,disputed
MZ,NA,visa-free,90,high
MZ,NE,visa-required,,high
MZ,NG,e-visa,30,high
MZ,NI,visa-required,,disputed
MZ,NL,visa-required,,high
MZ,NO,visa-required,,high
MZ,NP,visa-on-arrival,90,high
MZ,NR,visa-required,,high
MZ,NZ,visa-required,,high
MZ,OM,visa-required,,disputed
MZ,PA,visa-required,,high
MZ,PE,visa-required,,high
MZ,PG,e-visa,60,high
MZ,PH,visa-free,30,high
MZ,PK,e-visa,90,high
MZ,PL,visa-required,,high
MZ,PS,visa-required,,high
MZ,PT,visa-required,,high
MZ,PW,visa-on-arrival,30,high
MZ,PY,visa-required,,high
MZ,QA,e-visa,,high
MZ,RO,visa-required,,high
MZ,RS,e-visa,90,disputed
MZ,RU,visa-required,,high
MZ,RW,visa-free,30,high
MZ,SA,visa-required,,disputed
MZ,SB,visa-required,,high
MZ,SC,visa-free,90,medium
MZ,SD,visa-required,,high
MZ,SE,visa-required,,high
MZ,SG,visa-free,30,high
MZ,SI,visa-required,,high
MZ,SK,visa-required,,high
MZ,SL,visa-on-arrival,30,high
MZ,SM,visa-required,,high
MZ,SN,visa-required,,high
MZ,SO,e-visa,30,high
MZ,SR,visa-free,90,high
MZ,SS,e-visa,,high
MZ,ST,visa-free,15,high
MZ,SV,visa-required,,disputed
MZ,SY,e-visa,,high
MZ,SZ,visa-free,30,high
MZ,TD,visa-required,,disputed
MZ,TG,e-visa,15,high
MZ,TH,e-visa,60,high
MZ,TJ,e-visa,60,high
MZ,TL,visa-on-arrival,30,high
MZ,TM,visa-required,,high
MZ,TN,visa-required,,high
MZ,TO,visa-required,,high
MZ,TR,visa-required,,high
MZ,TT,e-visa,90,disputed
MZ,TV,visa-on-arrival,30,high
MZ,TW,visa-required,,high
MZ,TZ,visa-free,90,high
MZ,UA,visa-required,,high
MZ,UG,visa-free,90,high
MZ,US,visa-required,,high
MZ,UY,visa-required,,high
MZ,UZ,visa-required,,high
MZ,VA,visa-required,,high
MZ,VC,visa-free,90,high
MZ,VE,e-visa,,disputed
MZ,VN,e-visa,90,high
MZ,VU,e-visa,120,disputed
MZ,WS,visa-on-arrival,,medium
MZ,XK,visa-required,,high
MZ,YE,visa-required,,high
MZ,ZA,visa-free,30,high
MZ,ZM,visa-free,90,high
MZ,ZW,visa-free,30,high
NA,AD,visa-required,,high
NA,AE,visa-required,,disputed
NA,AF,e-visa,30,disputed
NA,AG,visa-free,30,high
NA,AL,e-visa,,high
NA,AM,visa-required,,high
NA,AO,visa-free,,high
NA,AR,visa-required,,high
NA,AT,visa-required,,high
NA,AU,visa-required,,disputed
NA,AZ,visa-required,,high
NA,BA,visa-required,,high
NA,BB,visa-free,90,high
NA,BD,visa-on-arrival,30,high
NA,BE,visa-required,,high
NA,BF,e-visa,,high
NA,BG,visa-required,,high
NA,BH,visa-on-arrival,14,disputed
NA,BI,visa-on-arrival,30,high
NA,BJ,visa-free,90,high
NA,BN,visa-required,,high
NA,BO,visa-on-arrival,30,disputed
NA,BR,visa-free,90,high
NA,BS,visa-free,90,high
NA,BT,e-visa,,high
NA,BW,visa-free,90,high
NA,BY,visa-required,,high
NA,BZ,visa-free,,high
NA,CA,visa-required,,high
NA,CD,e-visa,7,high
NA,CF,visa-required,,high
NA,CG,visa-required,,high
NA,CH,visa-required,,high
NA,CI,e-visa,90,disputed
NA,CL,visa-required,,high
NA,CM,e-visa,,high
NA,CN,visa-required,,high
NA,CO,e-visa,,medium
NA,CR,visa-required,,high
NA,CU,visa-free,,high
NA,CV,visa-on-arrival,,high
NA,CY,visa-required,,high
NA,CZ,visa-required,,high
NA,DE,visa-required,,high
NA,DJ,e-visa,90,disputed
NA,DK,visa-required,,high
NA,DM,visa-free,180,high
NA,DO,visa-free,30,high
NA,DZ,visa-required,,high
NA,EC,visa-free,90,high
NA,EE,visa-required,,high
NA,EG,visa-required,,high
NA,ER,visa-required,,high
NA,ES,visa-required,,high
NA,ET,visa-on-arrival,90,high
NA,FI,visa-required,,high
NA,FJ,visa-required,,high
NA,FM,visa-free,30,high
NA,FR,visa-required,,high
NA,GA,e-visa,90,high
NA,GB,visa-required,,high
NA,GD,visa-free,90,high
NA,GE,e-visa,30,high
NA,GH,visa-on-arrival,30,disputed
NA,GM,visa-free,90,high
NA,GN,visa-free,90,high
NA,GQ,e-visa,,high
NA,GR,visa-required,,high
NA,GT,visa-required,,high
NA,GW,visa-on-arrival,90,high
NA,GY,visa-required,,disputed
NA,HK,visa-free,90,high
NA,HN,visa-required,,high
NA,HR,visa-required,,high
NA,HT,visa-free,90,high
NA,HU,visa-required,,high
NA,ID,visa-required,,disputed
NA,IE,visa-required,,high
NA,IL,visa-required,,disputed
NA,IN,e-visa,30,high
NA,IQ,e-visa,,high
NA,IR,e-visa,30,disputed
NA,IS,visa-required,,high
NA,IT,visa-required,,high
NA,JM,visa-free,180,high
NA,JO,visa-required,,high
NA,JP,visa-required,,high
NA,KE,visa-free,90,high
NA,KG,e-visa,60,high
NA,KH,visa-on-arrival,30,high
NA,KI,visa-free,90,high
NA,KM,visa-on-arrival,45,high
NA,KN,e-visa,,high
NA,KP,visa-required,,high
NA,KR,visa-required,,disputed
NA,KW,visa-required,,high
NA,KZ,e-visa,,high
NA,LA,visa-on-arrival,30,high
NA,LB,visa-required,,high
NA,LC,visa-free,42,high
NA,LI,visa-required,,high
NA,LK,eta,60,disputed
NA,LR,visa-required,,disputed
NA,LS,visa-free,90,high
NA,LT,visa-required,,high
NA,LU,visa-required,,high
NA,LV,visa-required,,high
NA,LY,e-visa,,high
NA,MA,visa-required,,high
NA,MC,visa-required,,high
NA,MD,e-visa,,high
NA,ME,visa-required,,high
NA,MG,visa-on-arrival,60,high
NA,MH,visa-required,,high
NA,MK,visa-required,,high
NA,ML,visa-required,,high
NA,MM,visa-required,,high
NA,MN,e-visa,30,high
NA,MO,visa-free,30,high
NA,MR,e-visa,,high
NA,MT,visa-required,,high
NA,MU,visa-free,90,high
NA,MV,visa-on-arrival,30,high
NA,MW,visa-free,90,high
NA,MX,visa-required,,high
NA,MY,visa-free,30,high
NA,MZ,visa-free,90,disputed
NA,NE,visa-required,,high
NA,NG,e-visa,90,high
NA,NI,visa-required,,disputed
NA,NL,visa-required,,high
NA,NO,visa-required,,high
NA,NP,visa-on-arrival,90,high
NA,NR,visa-required,,high
NA,NZ,visa-required,,high
NA,OM,visa-required,,disputed
NA,PA,visa-free,90,high
NA,PE,visa-required,,high
NA,PG,e-visa,30,disputed
NA,PH,visa-free,30,high
NA,PK,e-visa,,medium
NA,PL,visa-required,,high
NA,PS,visa-free,,disputed
NA,PT,visa-required,,high
NA,PW,visa-on-arrival,30,high
NA,PY,visa-required,,high
NA,QA,e-visa,,high
NA,RO,visa-required,,high
NA,RS,visa-required,,high
NA,RU,visa-free,90,high
NA,RW,visa-free,30,high
NA,SA,visa-required,,disputed
NA,SB,visa-required,,high
NA,SC,visa-free,90,medium
NA,SD,visa-required,,high
NA,SE,visa-required,,high
NA,SG,visa-free,30,high
NA,SI,visa-required,,high
NA,SK,visa-required,,high
NA,SL,visa-on-arrival,30,high
NA,SM,visa-required,,high
NA,SN,visa-on-arrival,90,high
NA,SO,e-visa,30,high
NA,SR,visa-free,90,high
NA,SS,e-visa,,high
NA,ST,e-visa,,high
NA,SV,visa-required,,disputed
NA,SY,e-visa,,high
NA,SZ,visa-free,30,high
NA,TD,e-visa,,high
NA,TG,e-visa,15,high
NA,TH,visa-on-arrival,15,high
NA,TJ,e-visa,,high
NA,TL,visa-on-arrival,30,high
NA,TM,visa-required,,high
NA,TN,visa-free,90,high
NA,TO,visa-required,,high
NA,TR,e-visa,,disputed
NA,TT,visa-free,,high
NA,TV,visa-on-arrival,30,high
NA,TW,visa-required,,high
NA,TZ,visa-free,90,high
NA,UA,visa-required,,high
NA,UG,e-visa,90,high
NA,US,visa-required,,high
NA,UY,visa-required,,high
NA,UZ,visa-required,,high
NA,VA,visa-required,,high
NA,VC,visa-free,90,high
NA,VE,e-visa,,disputed
NA,VN,e-visa,90,high
NA,VU,visa-free,30,high
NA,WS,visa-free,60,disputed
NA,XK,visa-free,90,high
NA,YE,visa-required,,high
NA,ZA,visa-free,90,high
NA,ZM,visa-free,90,high
NA,ZW,visa-free,90,high
NE,AD,visa-required,,high
NE,AE,e-visa,,high
NE,AF,e-visa,30,disputed
NE,AG,e-visa,,high
NE,AL,e-visa,,high
NE,AM,visa-required,,high
NE,AO,e-visa,,disputed
NE,AR,visa-required,,high
NE,AT,visa-required,,high
NE,AU,e-visa,,medium
NE,AZ,visa-required,,high
NE,BA,visa-required,,high
NE,BB,visa-free,90,high
NE,BD,visa-on-arrival,30,high
NE,BE,visa-required,,high
NE,BF,visa-free,,high
NE,BG,visa-required,,high
NE,BH,e-visa,,high
NE,BI,visa-on-arrival,,high
NE,BJ,visa-free,90,high
NE,BN,visa-required,,high
NE,BO,visa-on-arrival,90,disputed
NE,BR,visa-required,,high
NE,BS,e-visa,,high
NE,BT,e-visa,90,high
NE,BW,e-visa,,high
NE,BY,visa-required,,high
NE,BZ,visa-required,,high
NE,CA,visa-required,,high
NE,CD,e-visa,7,high
NE,CF,visa-free,90,high
NE,CG,visa-on-arrival,,high
NE,CH,visa-required,,high
NE,CI,visa-free,90,high
NE,CL,visa-required,,high
NE,CM,e-visa,,high
NE,CN,visa-required,,high
NE,CO,e-visa,,high
NE,CR,visa-required,,high
NE,CU,e-visa,90,high
NE,CV,visa-free,5,high
NE,CY,visa-required,,high
NE,CZ,visa-required,,high
NE,DE,visa-required,,high
NE,DJ,e-visa,31,disputed
NE,DK,visa-required,,high
NE,DM,visa-free,21,high
NE,DO,visa-required,,high
NE,DZ,visa-required,,high
NE,EC,visa-free,90,high
NE,EE,visa-required,,high
NE,EG,visa-required,,high
NE,ER,visa-required,,high
NE,ES,visa-required,,high
NE,ET,visa-on-arrival,90,high
NE,FI,visa-required,,high
NE,FJ,visa-required,,high
NE,FM,visa-free,30,high
NE,FR,visa-required,,high
NE,GA,e-visa,,high
NE,GB,visa-required,,high
NE,GD,visa-required,,high
NE,GE,e-visa,,disputed
NE,GH,visa-free,90,high
NE,GM,visa-free,90,high
NE,GN,visa-free,,high
NE,GQ,e-visa,,high
NE,GR,visa-required,,high
NE,GT,visa-required,,high
NE,GW,visa-free,,high
NE,GY,e-visa,,high
NE,HK,visa-free,14,high
NE,HN,visa-required,,high
NE,HR,visa-required,,high
NE,HT,visa-free,90,high
NE,HU,visa-required,,high
NE,ID,e-visa,30,high
NE,IE,visa-required,,high
NE,IL,visa-required,,disputed
NE,IN,e-visa,60,high
NE,IQ,e-visa,,high
NE,IR,visa-on-arrival,30,high
NE,IS,visa-required,,high
NE,IT,visa-required,,high
NE,JM,visa-required,,high
NE,JO,visa-required,,high
NE,JP,visa-required,,high
NE,KE,visa-free,60,high
NE,KG,e-visa,,high
NE,KH,visa-on-arrival,30,high
NE,KI,visa-required,,high
NE,KM,visa-on-arrival,,high
NE,KN,e-visa,,high
NE,KP,visa-required,,high
NE,KR,visa-required,,disputed
NE,KW,visa-required,,high
NE,KZ,e-visa,,high
NE,LA,visa-required,,high
NE,LB,visa-required,,high
NE,LC,visa-required,,high
NE,LI,visa-required,,high
NE,LK,eta,30,disputed
NE,LR,visa-free,,high
NE,LS,e-visa,,disputed
NE,LT,visa-required,,high
NE,LU,visa-required,,high
NE,LV,visa-required,,high
NE,LY,e-visa,,high
NE,MA,visa-free,90,high
NE,MC,visa-required,,high
NE,MD,e-visa,,high
NE,ME,visa-required,,high
NE,MG,visa-on-arrival,90,high
NE,MH,visa-required,,high
NE,MK,visa-required,,high
NE,ML,visa-free,,high
NE,MM,visa-required,,high
NE,MN,visa-required,,high
NE,MO,visa-on-arrival,,high
NE,MR,visa-free,90,high
NE,MT,visa-required,,high
NE,MU,visa-on-arrival,60,high
NE,MV,visa-on-arrival,30,high
NE,MW,e-visa,,high
NE,MX,visa-required,,high
NE,MY,e-visa,14,high
NE,MZ,visa-on-arrival,30,high
NE,NA,visa-on-arrival,,high
NE,NG,visa-free,,high
